1	1.030788064
2	2.057049152
3	2.947177231
4	4.07440836
5	5.083309874
6	5.836818683
7	7.069134561
8	8.045489526
9	7.569717168
10	9.987672716
11	10.89375843
12	11.45133834
13	12.80786366
14	13.82976273
15	13.95835237
16	15.36560586
17	16.21562706
18	14.64064549
19	18.20052087
20	18.78770773
21	18.5997627
22	20.6589873
23	11.85300435
24	16.52935557
